,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,CRR,HCC,X20100607_LT_serum_and_plasma_NEG_41101,X20100607_LT_serum_and_plasma_NEG_42001,X20100607_LT_serum_and_plasma_NEG_42101,isotopes,adduct,pcgroup,two batch common,three batch common,B1 flg,B2 flg,B3 flg
180,249.9634435,249.9595364,249.9708072,17.86946162,16.97341495,26.12244517,373,255,118,59.28304063,51.0931209,52.44000175,[107][M+1]+,,96,1,0,1,1,0
181,250.1433762,250.14,250.1461376,302.4358611,300.9844205,304.6591464,373,255,118,178.1044457,336.1514703,338.2119848,,,172,1,1,1,1,1
182,253.1290128,253.114407,253.133644,174.8202153,157.4218091,179.2116937,348,232,112,331.1837537,250.7521117,149.1534791,,,94,1,0,1,1,0
183,253.2167093,253.2147122,253.22,358.5642704,356.8190618,363.746153,373,255,118,1550.126133,294.939179,410.8109431,,,104,1,0,1,1,0
184,254.9183516,254.9047962,254.9233517,17.91160257,16.77915782,19.5100052,372,255,117,114.3567593,98.43143224,91.96412085,,,96,0,0,1,0,0
185,255.0887144,255.0838152,255.1034156,130.5856668,114.8427264,147.4448705,363,242,114,447.9019041,2842.172035,2914.830278,,,65,1,1,1,1,1
186,255.1134084,255.10475,255.1231798,144.5907507,130.9388747,152.1320014,374,255,117,98.80554424,96.20433712,82.37905817,,,75,1,0,1,1,0
187,255.2322289,255.2284554,255.2388611,392.7154873,391.8778284,410.591728,374,255,118,5388.874584,1004.101946,2425.953242,[84][M]+,,62,1,0,1,1,0
188,256.2361929,256.2275862,256.24,392.5716496,390.9875879,395.8521396,373,255,118,1040.236286,172.3354553,476.5015181,[84][M+1]+,,62,1,0,1,1,0
189,257.1,257.0921313,257.1025254,81.21783764,78.41769249,83.03489799,373,255,118,1639.22427,253.19344,279.7621966,,,27,0,0,1,0,0
190,259.0126794,259.0043926,259.02,99.96219137,90.89354819,102.9614672,365,248,117,616.803117,441.6446014,781.4675093,,,266,1,0,1,1,0
191,259.12,259.1140072,259.1326263,103.5147278,90.61548738,115.7431446,452,255,118,67.24267823,492.9661719,441.2519664,,,174,0,0,1,0,0
192,261.04,261.0259252,261.0432504,83.12734839,66.30975178,84.561822,379,253,117,387.5677143,412.3999326,692.7226754,,[M-2H+Na]- 240.067,48,1,0,1,1,0
193,261.0746146,261.064,261.08,192.1659646,189.6911019,194.0918767,366,251,115,58.4185926,599.3213702,639.9270502,,[M-2H+Na]- 240.1,15,0,0,1,0,0
194,261.0867017,261.08,261.09346,87.37958721,85.30071783,104.9765068,369,251,116,148.5211657,156.5951626,190.7586669,,,12,0,0,1,0,0
195,263.1032315,263.1,263.1051535,102.3053534,100.6853102,103.4820059,373,255,118,1626.715343,3537.211579,3909.876246,[53][M]+,,33,1,0,1,1,0
196,264.1058627,264.1,264.1121466,102.3321683,99.52334356,104.1655215,372,254,118,282.7702164,591.8285522,632.5645147,[53][M+1]+,,33,0,0,1,0,0
197,265.1472539,265.14,265.1506958,278.7481457,274.7995896,291.7190549,379,255,118,1714.595104,651.6916349,1607.057768,,,262,1,1,1,1,1
198,266.8051348,266.8,266.8110352,21.05953504,19.56691236,34.31201143,374,255,118,1774.760853,1559.98729,1990.873591,,,66,1,1,1,1,1
199,267.1233622,267.12,267.1269886,229.6636377,228.9027464,231.3737571,373,255,118,1094.130579,2410.878741,2575.31723,[79][M]+,[M-H]- 268.133,56,1,1,1,1,1
200,267.1958554,267.1850889,267.2014411,280.2224597,278.7159975,282.8050717,372,254,118,435.2577258,79.78993545,94.81927426,,,304,0,0,1,0,0
201,268.1266082,268.12,268.1328907,229.5701822,228.2694393,230.8305443,370,252,118,175.2598279,369.1459611,394.5527683,[79][M+1]+,,56,1,0,1,1,0
202,268.8023944,268.7993644,268.8049046,21.05891501,19.5100052,21.48555389,373,255,118,2844.197046,2563.068675,3133.761238,,,66,1,1,1,1,1
203,269.1483124,269.1376643,269.1535959,143.9759493,141.5181695,156.393102,377,248,113,284.4264874,81.60402806,84.09551487,,,306,1,0,1,1,0
204,269.2473258,269.24,269.2533688,412.6723548,409.0289132,415.3348761,368,251,117,370.0713769,46.5335827,220.4228216,,,43,1,0,1,1,0
205,270.7993473,270.7959599,270.8023721,21.08485994,19.56691236,21.48555389,373,255,118,1897.287669,1680.920668,2033.474622,,,66,1,1,1,1,1
206,270.959904,270.9563772,270.9636824,24.81626709,21.51319014,26.80805411,373,255,118,607.259271,354.1680455,464.9320193,,,215,1,0,1,1,0
207,271.0696297,271.0611334,271.0732407,83.16146073,56.53289933,85.28935941,398,254,118,418.5780973,375.7610615,751.7524992,,,271,1,1,1,1,1
208,271.2274582,271.22,271.2324896,346.2193966,329.9652267,353.1519328,389,255,118,4168.289914,1223.920785,2922.853669,[100][M]+,,88,1,0,1,1,0
209,272.2309032,272.2259891,272.238736,346.1905505,344.5420237,347.3589142,372,254,118,777.6007844,193.1152327,572.031881,[100][M+1]+,,88,1,0,1,1,0
210,272.796565,272.7933977,272.8,21.09855843,19.5100052,21.58898643,373,255,118,601.0012862,552.3813418,737.5449249,,,66,1,1,1,1,1
211,272.9614426,272.9538158,272.9731806,24.43163369,16.02145755,41.56738625,381,255,118,246.4364355,227.5677153,142.7858389,,,216,1,0,1,1,0
212,273.1239239,273.12,273.1271668,134.0031994,132.6486936,145.6178256,574,255,118,837.9126214,633.1516972,567.9038859,[95][M]+,,82,1,0,1,1,0
213,274.1262967,274.12,274.1333655,133.6843063,132.2119548,145.7456291,404,255,118,202.6074547,112.9816618,112.3822207,[95][M+1]+,,82,1,0,1,1,0
214,276.8337008,276.8308243,276.8367221,19.85392367,19.42012687,20.25135137,373,255,118,1532.32397,1217.014753,1476.247717,,,123,1,1,1,1,1
215,277.1554369,277.1436621,277.16,119.8246449,118.7834865,123.2625659,371,253,118,159.8535415,187.3404653,233.8162888,,,234,0,0,1,0,0
216,277.2169951,277.2143517,277.22,345.7042093,343.4235977,349.2170543,373,255,118,1419.487768,506.7292946,672.3122973,,,310,1,0,1,1,0
217,278.8309036,278.8279694,278.8340909,19.84884817,19.39002513,20.25135137,373,255,118,1990.037443,1662.204008,1819.03334,,,123,1,1,1,1,1
218,279.04,279.0340662,279.0456508,27.35234396,23.08523066,30.39822068,370,252,118,478.7467984,896.9377381,819.0310133,,,237,1,0,1,1,0
219,279.2328615,279.2280831,279.24,371.2807626,370.500162,388.0165974,392,255,118,21179.44599,5954.084534,10763.24519,[50][M]+,,31,1,0,1,1,0
220,280.2363031,280.2315658,280.2409614,371.2744492,370.3685692,372.4269601,373,255,118,4593.968846,1267.337003,2264.569238,[50][M+1]+,,31,1,0,1,1,0
221,280.8278805,280.8245766,280.8317813,19.8463289,19.40071358,20.25135137,373,255,118,966.9326177,821.3088053,938.1046916,,,123,1,1,1,1,1
222,281.0333513,281.0237894,281.042652,26.14510062,22.05589103,30.29494545,370,251,117,248.328459,400.8266873,368.4865105,,,222,0,0,1,0,0
223,281.1,281.0948878,281.1026135,100.8375041,93.52918452,102.9252627,373,255,118,907.3237076,2622.666342,2979.901985,,,45,1,0,1,1,0
224,281.248539,281.2462007,281.2534827,400.5831242,399.6074341,413.3326792,402,255,118,14838.29977,8043.624792,9811.587151,[41][M]+,,25,1,0,1,1,0
225,282.251917,282.2467222,282.26,400.5439139,399.6074341,412.9728701,378,255,118,3227.708008,1706.386114,2023.965785,[41][M+1]+,,25,1,0,1,1,0
226,282.8228204,282.8147728,282.8290603,19.82692548,18.43803706,20.9138713,375,255,118,228.0112684,180.4862505,198.4155311,,,123,1,0,1,1,0
227,282.9370518,282.9255106,282.941391,23.94897361,21.90535016,27.81210721,373,255,118,152.0736268,240.9279326,163.3133444,,,39,1,0,1,1,0
228,283.1084101,283.0943991,283.1134366,404.054415,391.1769724,415.6660479,472,238,113,24.93977957,6.467482246,27.39981558,,,164,1,0,1,1,0
229,283.1903993,283.1837915,283.1993866,244.7742932,243.3769497,248.3252923,364,249,115,250.9414635,118.3160739,132.3245719,,,259,1,0,1,1,0
230,283.2429095,283.24,283.2460834,361.1182059,359.1035376,364.7129399,373,255,118,1407.449149,675.7689266,771.2016824,,,36,1,0,1,1,0
231,283.2552621,283.2436603,283.2626025,400.361404,398.9012878,403.8651148,363,249,114,438.1742468,263.8129967,339.0916073,[41][M+2]+,,25,1,0,1,1,0
232,283.2634447,283.26,283.2666412,431.8712027,430.4914986,444.195356,374,255,118,1248.334862,269.1218245,797.7146841,,,103,1,0,1,1,0
233,285.2063353,285.2,285.2101829,258.8950544,257.6280996,259.6298953,373,255,118,1013.512885,262.6363378,271.4965316,,,144,1,0,1,1,0
234,286.8622811,286.8593202,286.865576,19.41290177,18.92177797,20.1644904,373,255,118,1159.987424,830.2510663,953.7130119,,,123,1,1,1,1,1
235,288.8593708,288.856087,288.8628035,19.4094144,18.92177797,20.1644904,373,255,118,1124.36604,900.5661405,934.8626529,,,123,1,1,1,1,1
236,289.1081543,289.1,289.111274,228.906788,226.0971574,231.8946998,372,255,117,0,112.8198472,0,,[M-2H+Na]- 268.133,56,0,0,1,0,0
237,290.8566466,290.8530023,290.8617649,19.39898197,18.92177797,19.9658455,373,255,118,380.7111411,300.0750203,323.5493452,,,123,1,0,1,1,0
238,292.8235433,292.8165949,292.8309359,20.52945337,18.33084549,35.11942221,376,255,117,254.2263569,234.2123381,238.6996979,,,330,0,0,1,0,0
239,293.1753687,293.1716239,293.1805379,225.1186589,224.0994856,254.4317484,384,255,118,1130.323619,932.2158156,997.7301027,,,81,1,0,1,1,0
240,293.18,293.1757448,293.1802795,331.9068091,327.8317132,344.5543757,373,255,118,1293.388842,257.1001079,1026.454524,,,156,1,0,1,0,1
241,294.8177726,294.8064971,294.8225249,20.95697396,18.28887559,34.97170041,381,255,118,238.2207052,231.2215688,271.8510694,,,293,1,0,1,1,0
242,294.9540905,294.9441168,294.96,17.25705305,16.35816113,18.86057665,365,251,114,131.5382902,42.35658697,36.93402753,,,315,1,0,1,1,0
243,295.2268951,295.22,295.2335047,315.3592545,299.7103622,328.7806863,375,252,118,501.6809461,158.1849477,180.8388926,,,285,1,0,1,1,0
244,295.2264142,295.22,295.2329889,280.3333236,270.0353784,282.2420601,387,252,118,808.4480348,386.474074,483.7611544,,,74,0,0,1,0,0
245,295.9715802,295.9657332,295.9782813,145.167344,136.8921233,150.8287247,381,255,118,642.3275802,224.6455398,647.0599203,,,297,1,1,1,1,1
246,296.8909608,296.8876073,296.8944561,18.98073751,18.38008193,19.6455874,373,255,118,607.3127528,449.9683792,522.8518478,,,123,1,1,1,1,1
247,297.1538309,297.1497416,297.16,279.5701731,274.9832912,293.0644414,375,255,118,1342.567927,296.1703981,941.4367645,,,41,1,0,1,0,1
248,297.2427344,297.24,297.2504272,343.3508006,325.0338595,357.8447232,388,255,118,950.5512979,394.4840994,583.3874722,,,137,1,0,1,1,0
249,297.242668,297.24,297.2449757,290.4903764,285.7997496,293.3008199,373,255,118,889.0646346,470.9165787,467.6656544,,,326,1,0,1,1,0
250,298.8879838,298.8834512,298.892312,18.97963263,18.35454149,19.6455874,373,255,118,421.2744408,320.193664,326.1538776,,,123,1,1,1,1,1
251,299.2588112,299.2561065,299.2612188,390.3272803,369.0155106,391.5318501,390,255,118,995.7641018,290.5620867,1085.082606,,,151,1,0,1,1,0
252,299.2590371,299.2557337,299.260603,319.1834726,303.0598324,321.6254602,377,255,118,357.1657516,129.1751246,187.7734652,,,112,1,0,1,1,0
253,301.119882,301.1158153,301.1218615,210.1082838,208.8736775,213.6001174,373,255,118,54.08234121,20.46392441,20.07493343,,,150,0,0,1,0,0
254,303.232653,303.2267088,303.24,367.203244,364.9232648,376.7242722,382,255,118,9999.512735,4264.579902,6025.474269,[85][M]+,,64,1,0,1,1,0
255,304.23603,304.2330439,304.24,367.1592026,364.9232648,370.2539847,373,255,118,2370.669999,997.552751,1379.983265,[85][M+1]+,,64,1,0,1,1,0
256,305.247388,305.2395041,305.2536435,384.7671143,383.175648,394.7658569,405,251,116,1113.626284,245.9655423,428.7735225,,,134,0,0,1,0,0
257,306.9191515,306.9151335,306.9229387,18.40227223,17.61807025,19.5100052,373,255,118,336.0564948,303.4836654,282.9196124,,,96,1,1,1,1,1
258,307.2625173,307.26,307.2672321,410.884255,407.4131707,414.7715058,373,255,118,956.3042328,228.4095282,377.7381509,,,157,0,0,1,0,0
259,308.9162567,308.9104666,308.9220277,18.32865714,17.61807025,19.01949832,372,254,118,119.7219286,95.39248477,103.8313821,,,96,1,1,1,1,1
260,309.2052332,309.1989429,309.2123874,260.1436309,258.5165144,277.4807691,379,255,117,496.4457052,210.6678161,194.2876298,,,296,1,0,1,1,0
261,311.1399075,311.1364876,311.1425688,124.5459434,121.767759,127.1682948,373,255,118,1666.764305,3250.238558,3546.145759,[58][M]+,,37,1,1,1,1,1
262,311.2208312,311.2141673,311.2256643,274.48973,260.7331848,275.8445319,373,255,117,1376.361633,277.5951527,255.1305835,,,128,1,0,1,1,0
263,312.1428064,312.1386388,312.146097,124.5344481,122.5232944,127.1682948,373,255,118,383.1131768,690.7238442,768.0514993,[58][M+1]+,,37,1,0,1,1,0
264,313.1187113,313.1153531,313.1214964,183.2560464,180.3395226,193.0063881,617,255,118,149.8869205,149.7694057,127.9553417,,,122,1,0,1,1,0
265,313.24,313.2349554,313.2401923,355.1892432,346.732885,357.9889865,373,255,118,118.6685892,77.06019122,82.19085643,,,284,0,0,1,0,0
266,313.24,313.2348789,313.240487,246.5033056,244.4993691,253.6945127,373,255,118,81.19197997,69.40417012,103.1939245,,,161,0,0,1,0,0
267,315.2538878,315.245788,315.26,267.3571758,252.372895,271.0232205,374,255,118,144.7645708,99.38029713,109.9702237,,,277,1,0,1,1,0
268,316.9482138,316.9438787,316.9520458,17.80030531,16.96088092,18.86057665,373,255,118,617.5300061,707.5935132,672.3690634,,,315,1,1,1,1,1
269,316.96,316.96,316.9671418,113.1431476,110.0173762,117.1527074,373,255,118,171.5835806,324.9644732,385.7489534,,,195,0,0,1,0,0
270,317.1143111,317.1067859,317.12,138.3126793,132.2119548,146.6914148,378,255,118,2743.023961,1909.738911,1736.676009,[151][M]+,,309,1,0,1,1,0
271,317.9517069,317.9453466,317.9603693,17.81864822,16.96088092,18.63946339,367,250,116,43.52397605,54.70028622,58.1549722,,,96,1,0,1,1,0
272,318.1175859,318.1088889,318.1202394,138.2960248,132.9824227,139.778903,373,255,118,549.0272194,319.0974413,325.5195999,[151][M+1]+,,309,1,0,1,1,0
273,319.2272124,319.2148145,319.2323077,292.5621578,289.2813156,294.4226122,368,249,118,1766.353944,146.0370275,162.9669973,,,105,1,0,1,1,0
274,321.2044536,321.2,321.2130355,358.4046101,356.3855087,364.1123074,373,255,118,237.9613739,113.0384303,186.548155,,,104,0,0,1,0,0
275,323.0290781,323.0208511,323.0335287,83.10101216,63.65219428,84.52705807,370,245,113,107.6044482,143.4888063,224.7623226,,,271,0,0,1,0,0
276,323.22,323.2163311,323.223708,392.8279839,391.0391408,395.1932836,373,255,118,351.5787067,215.1930254,339.2209421,,,290,1,0,1,1,0
277,324.7639512,324.759779,324.7711111,21.20112428,18.91383864,22.78538222,373,255,118,246.1670707,227.2687806,300.9368332,,,66,1,1,1,1,1
278,326.7610631,326.7569491,326.7645382,21.20523483,19.64259219,42.06052197,374,255,118,464.2540157,420.1502361,520.6921957,,,66,1,1,1,1,1
279,327.1272234,327.118321,327.1335861,348.2681629,344.7769027,351.5274384,368,250,118,500.0237813,57.43024559,124.8290227,,,322,1,0,1,1,0
280,327.2325519,327.2239105,327.2355689,361.2872335,359.0146825,371.0572651,385,255,118,9599.141145,4274.825273,5353.206007,[56][M]+,,36,1,0,1,1,0
281,327.2869639,327.2740878,327.2935802,410.0127464,405.9115618,413.6726693,361,244,116,700.2977073,77.56162316,114.54933,,,157,0,0,1,0,0
282,328.2363132,328.2287264,328.24,361.2326146,359.3081183,363.4884092,373,255,118,2517.135588,1076.886648,1363.159182,[56][M+1]+,,36,1,0,1,1,0
283,328.7587665,328.7533406,328.7635228,21.24093411,18.99915617,21.88380394,373,255,118,393.2134782,374.2930621,455.9204191,,,66,1,1,1,1,1
284,328.918881,328.9137804,328.9229844,24.43949362,21.51319014,26.82757614,373,255,118,213.7234524,155.0967309,161.5467366,,[M-H]- 329.926,213,1,0,1,1,0
285,329.2482499,329.2337356,329.2520094,373.9306251,359.8700292,374.8086137,381,251,118,2772.04522,541.9964117,705.9172133,[121][M]+,,109,1,0,1,1,0
286,329.2482536,329.24,329.253392,385.2004557,383.3262261,393.2352308,371,252,118,1683.481144,523.1870344,865.9027712,,,134,1,0,1,1,0
287,330.2520777,330.2440066,330.26,374.0109836,371.9032447,386.0035604,472,252,117,701.0741983,111.1578299,187.4798943,[121][M+1]+,,109,0,0,1,0,0
288,330.7572926,330.7496667,330.7633119,21.29568665,19.0838293,23.39185562,373,255,118,153.266518,150.4770995,220.4180716,,,66,1,1,1,1,1
289,330.9179073,330.9055255,330.9235524,24.34028687,21.51319014,27.2364146,359,245,114,161.3407223,72.10807155,82.73930406,,,217,1,0,1,1,0
290,331.12921,331.1239538,331.1385345,156.772533,147.3889057,166.4528501,551,253,115,2237.416656,1367.17096,741.2305185,,,67,1,0,1,1,0
291,331.1760858,331.165,331.18,190.2985098,187.1588808,193.5067335,372,254,118,20.17076257,6.231493133,7.310134391,,,196,0,0,1,0,0
292,331.2637913,331.26,331.2677066,398.2837245,396.231601,402.4957593,373,255,118,1873.831524,416.9669881,549.8390547,,,302,1,0,1,1,0
293,332.951902,332.944896,332.96,26.44433249,23.01909886,39.34616135,372,255,117,346.253486,190.7629586,194.3037822,,,210,1,0,1,1,0
294,334.7925916,334.7867745,334.8,19.8957849,19.01949832,20.60872687,372,254,118,234.8887861,203.8869648,227.4915679,,,123,1,0,1,1,0
295,335.0486136,335.0401852,335.0529417,23.94897361,22.01663217,25.39556267,371,255,116,755.6854022,938.5051936,684.9766485,,[M-H]- 336.056,39,1,1,1,1,1
296,336.7896878,336.7844995,336.7985036,19.88016757,19.42012687,20.40518496,370,253,117,374.406019,312.8478839,341.8152164,,,123,1,0,1,1,0
297,338.7866635,338.78,338.7923401,19.87869939,19.2381705,20.81420101,371,254,117,215.6080742,207.1824971,229.840182,,,123,1,0,1,1,0
298,339.0958676,339.0856,339.1,133.6795927,130.6254128,158.7647156,435,251,118,172.2743421,71.7635477,89.51072492,,,307,1,0,1,1,0
299,343.0707694,343.0637917,343.0778977,100.7577406,80.99514301,102.9172446,380,252,118,183.9563261,514.7298185,592.1704287,,,45,0,0,1,0,0
300,343.1265469,343.1176621,343.1336216,82.38033217,80.68124057,83.51908576,368,251,117,541.7310072,312.7282666,420.5709262,,,273,0,0,1,0,0
301,344.8210621,344.815332,344.8267448,19.72800953,18.40407402,21.06034001,374,255,118,295.7780604,191.9678409,240.5449389,,,123,1,0,1,1,0
302,345.1549719,345.1440316,345.16,144.8851121,139.6849813,147.2005068,372,255,117,62.77451429,46.15453831,37.45932513,,,75,1,0,1,1,0
303,346.8180463,346.8137351,346.8233336,19.76457737,19.05050236,21.06034001,373,255,118,351.4898063,285.7551302,332.6764278,,,123,1,0,1,1,0
304,347.0828078,347.076366,347.0919843,23.32188674,20.93406152,24.31636837,372,254,118,193.7421359,205.0685796,283.5986443,,,260,1,0,1,1,0
305,347.2201966,347.2183041,347.2229611,371.6056695,370.6082305,376.7848551,373,255,118,1338.834597,825.0172376,958.3841025,,,31,1,0,1,1,0
306,348.8163868,348.8089414,348.8202196,19.42443561,18.26924562,21.66363361,373,255,118,192.7011579,118.926698,163.4763255,,,123,1,0,1,1,0
307,349.2355346,349.2290931,349.24,401.4131585,398.9542713,405.7951826,373,255,118,830.5713765,755.9741315,749.551708,,,25,1,0,1,1,0
308,350.1506447,350.1437028,350.16,126.9232899,124.317452,143.2002863,351,242,109,44.23588361,72.0367122,82.96764778,,,324,0,0,1,0,0
309,350.2091092,350.1961729,350.2135263,229.9027847,228.5672987,231.9171597,360,243,117,151.5638047,240.8997411,280.4067785,,,56,1,0,1,1,0
310,350.9,350.8940063,350.9044676,24.23429822,20.86015613,27.27308474,373,255,118,75.85380129,47.06144069,24.88988488,,[M-2H+Na]- 329.926,213,1,0,1,1,0
311,353.1423101,353.14,353.1459402,358.6900674,356.9661979,363.6818117,373,255,118,1145.823992,136.1097405,277.8604421,[115][M]+,,104,1,0,1,1,0
312,354.1446955,354.14,354.1536412,358.4497375,356.2130084,363.5320139,366,248,118,375.8293502,51.5898302,60.4250491,[115][M+1]+,,104,1,0,1,1,0
313,354.8495846,354.8439078,354.8559869,19.22100432,18.32651459,19.7585266,371,255,116,223.7058524,137.953401,145.9498452,,,123,1,1,1,1,1
314,355.0178442,355.0150797,355.020676,139.710853,138.7908505,140.6351665,373,255,118,26861.44983,14225.80509,25294.52093,[3][M]+,,1,1,1,1,1,1
315,355.1581559,355.1558929,355.1611438,392.9657018,392.1149319,394.1468342,373,255,118,2848.821005,1008.286283,2144.460505,[149][M]+,,287,1,0,1,1,0
316,356.020868,356.0150757,356.0260328,139.7065652,137.8872514,140.5267274,375,255,118,5115.314807,2618.538943,3748.987483,[3][M+1]+,,1,1,1,1,1,1
317,356.1601201,356.1563162,356.1631619,392.8267902,391.468993,394.8022702,373,255,118,896.7421841,301.4156717,656.5449211,[149][M+1]+,,287,1,0,1,1,0
318,356.8466002,356.84,356.8529482,19.20709861,17.67349331,19.77146585,371,254,117,220.07653,167.1306307,151.7123502,,,123,1,0,1,1,0
319,357.0237944,357.0139501,357.0335171,139.7006301,137.1294166,141.4630042,380,250,115,1189.645496,211.6526381,969.646588,[3][M+2]+,,1,1,1,1,1,1
320,357.0312166,357.024,357.0419055,23.76575493,21.58629556,26.12244517,358,246,112,280.3996079,375.4356449,242.8161517,,[M-2H+Na]- 336.056,39,1,0,1,0,1
321,357.2073123,357.2037734,357.22,189.4641247,186.2763702,193.0024208,322,224,98,1189.426089,1.32480921,5.981340444,,,198,0,0,1,0,0
322,362.9398334,362.9337821,362.94664,17.25658467,14.87494052,18.99041183,369,248,117,105.6391634,56.97203536,50.87924734,,[M-H]- 363.954,316,1,0,1,1,0
323,364.8786807,364.8738389,364.8855038,18.64533079,17.74998672,25.46487973,367,249,118,160.2042845,136.0927325,155.1853329,,,96,1,1,1,1,1
324,365.2454145,365.24,365.2531942,371.2262176,363.3487437,373.8299766,371,254,117,91.21593545,37.22831936,109.3252762,,,253,1,0,1,1,0
325,366.8770751,366.8686863,366.8835136,18.6346321,17.61807025,25.46487973,356,244,112,120.3105884,93.71365573,70.95912969,,,96,1,0,1,1,0
326,367.1581618,367.1544503,367.1625541,189.8351872,174.7270698,196.7008643,374,255,118,643.9596758,144.8616078,136.8861807,,,196,1,1,1,1,1
327,368.1600227,368.157202,368.1644664,189.6078231,185.56271,196.0496647,373,255,118,124.7149691,23.16753737,25.77722559,,,197,1,0,1,1,0
328,368.976508,368.9679624,368.98,236.9397109,233.0948934,244.2280273,374,255,118,170.5809988,220.769171,316.0254829,,,184,1,1,1,1,1
329,371.2199191,371.2099143,371.2234339,366.9367406,366.0372446,369.291821,373,255,118,959.2816657,635.8351854,724.0865285,,,64,1,0,1,1,0
330,374.9069319,374.9008452,374.9124962,17.93779308,17.54731325,19.5100052,373,255,118,109.2894309,116.0916055,100.3267777,,,96,1,1,1,1,1
331,375.12,375.1154283,375.131698,155.455632,151.0399634,158.1598893,372,253,118,412.1915204,314.2660202,321.6089186,,,67,0,0,1,0,0
332,376.225057,376.2161531,376.227875,240.9617614,239.6844392,241.642476,373,255,118,967.4189119,1084.962791,1327.609005,[127][M]+,,121,1,0,1,1,0
333,376.9037092,376.8946146,376.9127146,18.6170177,17.54731325,19.95055475,374,253,118,56.14561766,74.04988755,58.58437441,,,96,1,0,1,1,0
334,377.14,377.1390503,377.1457469,345.4032488,343.3804361,349.4016824,373,255,118,437.8375537,61.4376886,122.9516995,,,311,0,0,1,0,0
335,377.2277321,377.2164058,377.2334114,240.7884592,238.5537902,242.3415379,368,252,116,236.9429683,277.7308236,283.7585398,[127][M+1]+,,121,1,0,1,1,0
336,378.241433,378.2388244,378.2446092,260.91229,260.3680505,261.8670699,373,255,118,3471.972813,4064.099321,5546.514531,[87][M]+,,68,1,1,1,1,1
337,379.1274285,379.12,379.1327928,124.6561656,123.3692564,127.8222941,364,249,115,286.7245119,404.944,583.635398,,,37,1,0,1,1,0
338,379.1578686,379.1549824,379.1607335,372.0340232,369.6335308,375.4824164,373,255,118,2873.533773,995.0009635,1553.041674,[146][M]+,,251,1,0,1,1,0
339,379.2442852,379.24,379.2505,260.9000756,259.8734811,261.6594137,373,255,118,770.7619025,860.6191662,1177.584245,[87][M+1]+,,68,1,0,1,1,0
340,380.16,380.1560624,380.1627463,371.9776422,368.6282387,374.9083807,373,255,118,989.4253098,317.2592119,514.9100991,[146][M+1]+,,251,1,0,1,1,0
341,380.2562933,380.2437011,380.260102,268.4219645,260.02807,269.1961621,411,255,118,519.651285,525.220061,875.0467426,,,51,1,0,1,1,0
342,381.0281302,381.0203022,381.0336504,24.67601572,22.00843941,26.14680309,362,248,114,180.1271777,131.9455547,102.4589654,,[M-H]- 382.036,209,1,0,1,1,0
343,381.075761,381.065,381.08,123.4223353,116.6023473,126.9567275,372,255,117,2403.21367,975.7382001,993.2165541,,,223,1,0,1,1,0
344,381.173955,381.1654615,381.1800399,400.7776621,399.9122062,420.8248809,380,255,118,2658.30028,1935.588891,2846.180188,,,245,1,0,1,1,0
345,382.1762947,382.1689148,382.18,400.7604594,399.0453025,409.0407371,374,255,118,866.5361777,642.5877278,949.9573228,,,25,1,0,1,1,0
346,382.7223941,382.7166955,382.732,21.77435259,20.60662145,23.88937003,372,254,118,104.1034642,94.60969857,139.156961,,,66,1,0,1,1,0
347,383.1529201,383.1444691,383.16,156.116843,140.9966956,171.6855818,396,253,118,874.4838586,802.8635642,806.8051607,[150][M]+,,295,1,1,1,1,1
348,383.18,383.1720914,383.1805027,400.5598414,398.0641584,403.4476702,373,255,118,202.4460839,134.5652877,252.3034849,,,246,0,0,1,0,0
349,383.1891462,383.1840433,383.1962341,431.8299601,430.1004105,433.9835099,370,254,116,756.1365438,132.5279217,969.5886255,[114][M]+,,103,1,0,1,1,0
350,384.1566612,384.1520877,384.1632548,155.9714157,153.3959665,160.6741254,373,255,118,209.9191645,155.4173421,152.0000461,[150][M+1]+,,295,1,0,1,1,0
351,384.1916765,384.183873,384.2,431.7649123,429.9233258,433.8709399,367,251,116,260.5766992,40.68096952,316.2533708,[114][M+1]+,,103,0,0,1,0,0
352,384.7197738,384.7146944,384.7240949,21.73635973,20.29903366,25.23615731,372,254,118,224.7547172,238.4126785,309.0632614,,,66,1,1,1,1,1
353,384.9354032,384.9309507,384.939821,17.65614681,16.96088092,26.7729927,374,255,118,350.4529957,465.9283156,419.4657208,,[M-2H+Na]- 363.954,316,1,1,1,1,1
354,385.1683422,385.1565384,385.172903,136.3056672,133.9416761,138.0925095,371,253,118,447.5685435,161.436533,198.201241,[15][M]+,,6,1,0,1,1,0
355,385.9392423,385.9254533,385.9435007,17.7937806,16.96088092,18.59606674,366,251,115,27.15021762,33.42397456,32.44006014,,,96,1,0,1,1,0
356,386.1717154,386.1640429,386.18,136.1974845,133.3716272,158.5923905,367,251,115,97.45467188,22.95286079,37.66801029,[15][M+1]+,,6,1,0,1,1,0
357,386.7173736,386.704,386.7223963,21.78039879,19.56691236,22.95503131,371,254,117,212.5433794,250.6697836,308.9575454,,,66,1,1,1,1,1
358,387.18,387.1738595,387.1927651,154.991824,135.6492563,168.8669108,392,253,116,42.55237616,253.4760853,312.6955126,,,22,1,0,1,1,0
359,388.7159595,388.7096486,388.7233871,21.82099084,19.6455874,24.00039632,367,251,116,104.9928047,157.3344639,168.4413996,,,66,1,0,1,1,0
