,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,CRR,HCC,X20100524_LT_serum_and_plasma_POS_34401,X20100524_LT_serum_and_plasma_POS_35501,X20100524_LT_serum_and_plasma_POS_35601,X20100524_LT_serum_and_plasma_POS_41101,X20100524_LT_serum_and_plasma_POS_42001,X20100524_LT_serum_and_plasma_POS_42101
175,154.9711468,154.9663723,154.9780345,24.06672187,21.93410947,24.87450452,377,257,120,1169.277794,241.0060289,264.4070564,349.5917528,324.0891571,276.786898
176,156.0423615,156.0352535,156.0461609,19.93316153,16.70414152,21.56534286,375,258,117,18.52167334,108.4812278,93.36965638,101.4810612,63.08063811,69.76667094
177,157.1,157.1,157.1042301,245.800439,244.4993123,247.2047072,378,258,120,36.38699181,88.95586559,91.1950337,264.7529586,241.8266204,269.5902704
178,158.0823431,158.08,158.0947735,226.9616438,224.8503963,230.344224,378,258,120,260.7441795,82.92445121,59.70950975,246.2159383,71.57544093,95.81114852
179,158.9660126,158.96,158.9670177,17.96932039,17.83702225,18.84164573,378,258,120,2215.701819,2599.609575,2543.738495,2506.903513,2332.216047,2295.410855
180,159.0279119,159.0188662,159.034785,23.09361796,21.22599993,25.49465771,377,257,120,61.84704856,49.27386448,54.96521357,182.8028548,198.9664697,199.6459926
181,159.0926185,159.0887803,159.1,82.53909592,73.81753268,83.64750172,385,258,120,1252.293,1702.35244,1686.475186,600.0022112,2000.966674,1777.124817
182,159.0926183,159.0916287,159.0934316,105.3058841,103.9190024,106.6922079,378,258,120,1422.345897,1407.746323,1474.442418,5228.931597,5426.457095,5910.050788
183,159.0930786,159.088089,159.1,64.3140195,47.12717662,73.5790112,401,258,120,25.93725381,505.0018362,126.7155793,116.1747139,56.62162417,43.79157407
184,160.0432789,160.0421871,160.0442307,246.8802113,245.6421542,261.5260528,447,258,120,1320.310804,1712.611324,1624.161496,1182.064553,910.1450223,975.5174098
185,160.0430649,160.04,160.0446457,233.872544,233.0754468,235.0337923,378,258,120,290.508532,786.3923173,718.8780914,357.9546619,203.310608,227.2058729
186,160.0359581,160.0275,160.0398738,20.99913671,19.93791866,21.96644266,378,258,120,76.30917439,327.5336708,322.8206274,211.1088847,216.7394053,205.7667512
187,160.0883812,160.08,160.0948387,82.46437613,58.97868446,92.61479847,412,256,120,229.4132737,346.3974087,302.2091644,122.3439867,456.5209752,411.7572912
188,160.094103,160.0916984,160.0998808,105.2709623,103.9190024,107.1539996,378,258,120,196.8234314,176.3493533,194.8927958,768.4883021,797.39594,908.3379536
189,160.1341145,160.1295033,160.14,23.28979415,21.48264975,24.16586002,377,258,119,84.33965974,118.2571516,115.2869698,53.76597272,107.0773576,107.3942559
190,162.0514901,162.0450541,162.06,23.00846596,21.12062649,24.43302152,370,250,120,4.255339975,183.1459806,179.9953731,121.0498899,318.1284453,359.4725661
191,162.1132324,162.1087775,162.12,21.72977904,19.93791866,29.35419234,381,258,120,1530.444517,2604.568202,2626.661437,2293.394367,1743.756982,1719.646299
192,163.1169449,163.1138781,163.12,21.66047729,19.93791866,23.2807628,378,258,120,112.5083481,226.6571268,245.9018011,197.6264299,120.3433859,142.8166247
193,164.030828,164.025,164.0390969,20.51012908,19.40645849,21.4428283,378,258,120,76.64043179,152.8259376,166.5974113,287.384049,242.7282247,260.6898123
194,164.9271989,164.9231844,164.9323844,25.80599091,18.55710515,30.82345242,410,258,120,383.0221723,1609.324438,1657.151428,1235.384009,2081.518334,1904.161821
195,165.0555118,165.0542809,165.06,29.10667435,22.25541893,31.00626994,399,258,120,4053.303411,2124.282154,2150.348689,242.833888,415.1422653,359.7987308
196,165.0774266,165.0740319,165.0830315,139.2242036,138.0038674,140.4323306,378,258,120,268.7505689,353.5035156,341.7296887,42.89665569,382.1702271,488.5952708
197,165.0926857,165.0877389,165.0948499,413.7320187,410.5085904,439.265224,271,158,82,391.662348,347.3784714,339.978794,245.4550566,236.7519017,281.3884778
198,166.0870247,166.0809441,166.0948427,145.6193621,142.4788483,166.4937951,378,258,119,27.72500276,351.8238979,344.2792511,549.7518811,2348.339036,2087.013729
199,166.086748,166.08,166.0940003,124.9335149,121.6053538,125.8275132,375,257,118,29.09646839,140.8213666,116.8753357,233.6454785,637.6980798,609.1423499
